game,critic_score,user_score
Fishing Master (jp sales),,
Paws & Claws: Marine Rescue,,
Zill O'll Infinite Plus,,
Tonka Rescue Patrol,,
GunGriffon II,,
Atari Flashback Classics: Volume 1,,
Crimson Gem Saga,7.3,8
Cel Damage,6,
Generator Rex: Agent of Providence,,
Santa Claus is Comin' to Town!,,
Kamen Rider: Battride War Genesis,,
The Sims 4: Get Famous,7.7,5.9
Western Riding Academy,,
Cities XL 2012,6,5.6
Famicom Mini: Balloon Fight,,
Steins;Gate: Senkei Kousoku no Phonogram,,
Seaman 2: Peking Genjin Ikusei Kit,,
Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!,,
Rugby 18,4.1,4.7
X-Plane 11,,
MotoGP 17,,
Sprung - A Game Where Everyone Scores,,
The Pinball of the Dead,8,
Growlanser: Wayfarer of Time,,
Tokobot,,
Arc the Lad: End of Darkness,6.9,
The King of Route 66,6,
Tom Clancy's Splinter Cell: Pandora Tomorrow,,
Steins;Gate,,
Bubble Bobble also featuring Rainbow Islands,,
Intellivision Lives!,6.4,
Saki: Zenkoku-hen,,
Fast Food Panic,,
Panzer Tactics DS,6,
Pro Yakyuu Spirits 2013,,
Robotica,,
Deathrow: Underground Team Combat,,
Golf Club 2019,,
NHL 2K9,6.8,
Johnny Test,,
Land of the Dead: Road to Fiddler's Green,,
Touhou Kobuto V: Burst Battle,3.8,4.6
R-Types,6,
Mega Man 11,7.7,8.2
Star Fighter,,
Akai Katana,7,
Kuukan * Zukei: Hirameki Training - KuuTore,,
Osu! Tatakae! Ouendan,,
Dissidia: Final Fantasy Universal Tuning,,
Bionicle Heroes,7.8,
Jewel Quest IV: Heritage,,
Victor Vran: Overkill Edition,8.2,8
Octomania,6.7,
Meitantei Conan: Aoki Houseki no Rinbukyoku,,
The Legend of Heroes: Trails in the Sky SC,,
My Pet Chimp,,
Transformer: Rise of the Dark Spark,,
Chaos Rings III,,
Mystic Heroes,7,
Omega Labyrinth,,
Tron 2.0: Killer App,,
Jurassic Park III: Park Builder,7,
Lord of Magna: Maiden Heaven,7,7.8
UnchainBlades ReXX,,
Rurouni Kenshin: Meiji Kenkaku Romantan Saisen,,
Showtime Championship Boxing,,
Di-Gata Defenders,3,
To Heart 2: Dungeon Travelers,,
Code Geass: Hangyaku no Lelouch - Lost Colors,,
Chrysler Classic Racing,4,
LEGO Bionicle,6.4,
Bomberman Land,6.5,
Stern Pinball Arcade,,
Power Shovel,,
Spy Fox in Dry Cereal,5.5,
A llI S.V.: A Ressha de Gyoukou 3 Super Version,,
Spy Games: Elevator Mission,2,
Asterix and Obelix XXL2,6.5,
Strike Force Bowling,4,
Earth Defense Force 2017 Portable,6.8,7.6
Theme Park,7.5,
Atelier Iris 2: The Azoth Of Destiny,6.8,
Hogs of War / Worms,,
GRID 2,8,5.8
Championship Surfer,7.2,
Tokimeki no Houkago,,
Monster Garage,,
From The Abyss,7.3,
Speed,,
Secret Files: Tunguska,,
Tecmo Classic Arcade,4.8,
MX vs. ATV Supercross,,
2 Games in 1: Sonic Pinball Party & Columns Crown,,
Fate/Extella Link,,
Mad Maestro!,,
Densha De Go! 3 Tsuukinhen,,
Wasteland 2,,
Biker Mice From Mars,,
Age of Empires Online,7,5.7
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,,
Legend of Kay,,
Final Fantasy XIV: Stormblood,8.7,8.3
Conan Exiles,6.4,5.7
Sudoku Ball Detective,5,
Giants: Citizen Kabuto,8,
Steins;Gate,,
MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,,
Alone in the Dark,3,
Guilty Gear XX Accent Core Plus,7.8,
Muppets Party Cruise,,
Higurashi Daybreak Portable,,
Barbie Horse Adventures: Wild Horse Rescue,4,
Shonen Jump's One Piece: Grand Battle,,
Sherlock Holmes: The Devil's Daughter,7.1,7.1
DreamWorks Super Star Kartz,,
Blast Lacrosse,6.1,
Kurupoto Cool Cool Stars,5.5,
Luminous Arc Infinity,,
MX vs ATV Supercross Encore 2017 Track Edition,,
Backyard NFL Football '10,,
Kikou Heidan J-Phoenix,,
Another Code R: A Journey into Lost Memories,5.9,
Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,,
Bubble Bobble: Old & New,5.5,
Naruto Shippuden: Gekitou Ninja Taisen Special,,
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken F - Seikimatsu Kyuuseishu Densetsu,,
Kekkon: Marriage,,
Challenge Me: Brain Puzzles,,
KimiKiss,,
Nicola Kanshuu: Model * Oshare Audition 2,,
Cold Fear,7.6,
Nicktoons MLB 3D,,
Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki,,
Shining Force Feather,,
OK! Puzzle Stars,,
Star Trek: Tactical Assault,6,
NBA 2K Playgrounds 2,6.2,6.3
Highway 2000,,
Imagine: Cheerleader,,
Cartoon Network Battle Crashers,3.5,
EverQuest II: Destiny of Velious,,
DropCast,,
LEGO Friends,,
Cocoto Kart Racer,6.4,
The Book of Unwritten Tales: The Critter Chronicles,,
Mobile Suit Gundam 00: Gundam Meisters,,
Call of Cthulhu: Dark Corners of the Earth,8.2,
The Great Escape,5,
Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings,7.4,7
Alien Syndrome,5.2,
The Document of Metal Gear Solid 2,,
Minna no DS Seminar: Kanpeki Eitango Ryoku,,
Kirarin * Revolution: Minna de Odorou Furi Furi Debut!,,
PenPen TriIceLon,5.8,
SBK 2011: FIM Superbike World Championship,,
Salt Lake 2002,5.1,
Chevrolet Camaro: Wild Ride,,
PAC-MAN and the Ghostly Adventures,,
Uta no Prince-Sama: Music 3,,
MX vs. ATV Supercross Encore,4.2,3.8
Cartoon Network Battle Crashers,,
Crazy Chicken Tales,,
Stranger of Sword City,7.1,8.1
Arkanoid DS,4.5,
Vexx,6.4,
Disney's Kim Possible: Global Gemini,,
Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e,,
Batman: Rise of Sin Tzu,6.5,
Mega Man Battle Network 5: Double Team DS (US sales),,
Grey's Anatomy: The Video Game,6.3,
SpongeBob SquarePants: Plankton's Robotic Revenge,,
MX vs ATV Supercross Encore 2017 Track Edition,,
Santa Claus Is Comin' to Town!,,
The Next BIG Thing,6.8,
Disney Sports Skateboarding,2.6,
Puyo Puyo Tetris,,
Sword Art Online: Game Director's Edition,,
Create,6,
Deformers,,
Hasbro Family Fun Pack Conquest Edition,,
New Prince of Tennis: Go to the Top,,
Tsumiki: Block Drop Mania,,
Dreamer Series: Zoo Keeper,,
Magi: Aratanaru Sekai,,
Big Bang Mini,8,
Summon Night 2,,
Chou Soujuu Mecha MG,,
Pro Evolution Soccer 2012,,
Terminator 3: The Redemption,,
Call of Duty 2,7,
Sherlock Holmes: The Devil's Daughter,6.6,7.1
Busy Scissors,,
Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,,
Coded Arms: Contagion,,
Shiren The Wanderer: The Tower of Fortune and the Dice of Fate,,
Cabela's Big Game Hunter (2008),,
Neon Genesis Evangelion,5.6,
Serious Sam II,,
World Series of Poker 2008: Battle for the Bracelets,5.5,
Foster's Home for Imaginary Friends: Imagination Invaders,4,
Flipnic: Ultimate Pinball,5.2,
ICO,,
Eigo de Tabisuru: Little Charo,,
NBA Hangtime,,
MX vs. ATV Supercross Encore,,
D.C. II P.S.: Da Capo II Plus Situation,,
MotoGP 10/11,6,
World Cup of Pool,,
Brunswick Circuit Pro Bowling,7.3,
Bust-A-Move '99,8.2,
CyberTiger,,
Marvel Super Heroes,,
Mike Piazza's Strike Zone,,
Olympic Hockey 98,,
Penny Racers,6,
Polaris SnoCross,4.3,
S.C.A.R.S,7.9,
Star Soldier: Vanishing Earth,5,
Top Gear Hyper-Bike,,
Virtual Chess 64,7.7,
Worms Blast,5.8,
Prinny: Can I Really Be The Hero? (US sales),,
Blur,8.1,
Killing Floor 2,7.9,6.5
Smile PreCure! Let's Go! Marchen World,,
I Love Beauty: Hollywood Makeover,,
IHRA Professional Drag Racing 2005,3.1,
Tokyo Xtreme Racer Advance,,
Rock Blast,5.6,
Warriors of the Lost Empire,,
Showtime Championship Boxing,3.5,
Little League World Series Baseball 2008,5,
Combat Elite: WWII Paratroopers,5.5,
Power Pro Success Legends,,
Killer Loop,4.8,
Cabela's Dangerous Hunts: Ultimate Challenge,5.5,
Worldwide Soccer,,
Puzzler Collection,4.8,
Toriko: Gourmet Battle!,,
Jewel Link Chronicles: Mountains of Madness,,
Commandos: Strike Force,,
Mobile Suit Gundam: Gundam vs. Zeta Gundam,3.4,
Rapala Pro Fishing,,
Nobunaga no Yabou: Souzou,,
Guilty Gear X: Advance Edition,7.3,
Fate/Tiger Colosseum Upper,,
Unreal Tournament III,8.4,
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe,,
Pop Cutie! Street Fashion Simulation,7.5,
S.T.A.L.K.E.R.: Call of Pripyat,8,
Dragon Quest X: All in One Package,,
Ford Racing 3,,
Samurai Warriors 4-II,,
Pheasants Forever Wingshooter,,
Playmobil Knights,,
The Witcher,7.9,
PachiPara 13: Super Umi no Pachi-Pro Fuuunroku,,
R.B.I. Baseball 2016,,
World Soccer Winning Eleven 9 (US sales),,
Imagine: Resort Owner,,
Oddworld: Munch's Oddysee,4,
Winning Post 4 Maximum,,
Xiaolin Showdown,6,
Exhibition Volume 5,,
Record of Lodoss War: Eiyuu Sensou,,
Pro Yakyuu Netsu Star 2007,,
Starry * Sky: In Summer - PSP Edition,,
Klonoa Beach Volleyball,,
Dungeon Travelers 2-2: The Maiden Who Fell into Darkness and the Book of Beginnings,,
Melty Blood: Actress Again,,
Shadows Awakening,,
3D Lemmings,7,
Hi Hi Puffy AmiYumi: Kaznapped,,
Mercury Meltdown,8.5,
Broken Sword: The Shadow of the Templars,8.1,
Resident Evil - Code: Veronica X,5.6,
Assassin's Creed Odyssey,8.6,5.6
Paws & Claws: Pampered Pets 2,,
Adventure Time: The Secret of the Nameless Kingdom,,
Tenchi Muyou! Ryoukouki Gokuraku,,
Inversion,5.5,
Kelly Slater's Pro Surfer,8,
Kamen Rider: Super Climax Heroes,,
Trapt,,
Yomawari: Midnight Shadows,7.7,6.8
Satisfashion,,
Resident Evil Director's Cut,,
Splat Renegade Paintball,,
Mayhem 3D,,
Metal Max 4: Gekkou no Diva,,
Theresia...,,
Ivy the Kiwi?,7.5,
Okami HD,8.7,8.2
The Amazing Spider-Man 2 (2014),,
Worms 3D,6.8,
Game of Thrones: A Telltale Games Series,6.9,6.5
Vampire Rain: Altered Species,3.5,
Winter Sports 2: The Next Challenge,4.1,
PoPoLoCrois,7.4,
Dragon Rage,6.2,
FIFA 07 Soccer,7.5,
Dance Sensation!,,
Atari Flashback Classics: Volume 2,,
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,6,
F1 2015,6.1,3.9
Call of Duty: The War Collection,,
Jumper: Griffin's Story,4.9,
Raw Danger! (JP sales),,
Archer Maclean Presents: Pool Paradise,,
Kamen Rider: Battride War Genesis,,
Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku,,
Pro Evolution Soccer 2011,6,
Backyard Skateboarding 2006,,
Brave: A Warrior's Tale,4.4,
Tron 2.0: Killer App,7.8,
Steins;Gate: Darling of Loving Vows,,
Gegege no Kitarou: Youkai Daigekisen,,
Dig Dug: Digging Strike,6,
Emblem of Gundam,,
Disgaea 1 Complete,8,7.7
The Fast and the Furious,6.6,
SpongeBob SquarePants: Plankton's Robotic Revenge,,
Tokyo Ghoul: Jail,,
G-Police: Weapons of Justice,8.5,
All Kamen Rider: Rider Generation 2,,
Azure Striker Gunvolt: Striker Pack,8.2,7.5
Killing Zone,2,
Policenauts,,
Spintires: MudRunner - American Wilds,,
Adventures of Lolo,8,
Quiz! Hexagon II,,
Outcast: Second Contact,6.1,7.2
History Channel: Battle for the Pacific,,
Racing Gears Advance,8.9,
Honeycomb Beat,5.5,
Brave: A Warrior's Tale,4.7,
Crazy Chicken: Pharaoh's Treasure,,
Syphon Filter: Logan's Shadow,,
NTRA Breeders' Cup World Thoroughbred Championships,,
Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune,,
Impossible Mission,,
Tanjou S Debut,,
Nendoroid Generation,,
Rooms: The Main Building,7,
Pop'n TwinBee: Rainbow Bell Adventure,,
Jumble Madness,6.5,
Portal Knights,7.4,7.2
Broken Helix,6,
Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!,,
Cardfight!! Vanguard G: Stride to Victory!!,,
Myst III: Exile,,
Top Gun: Hard Lock,,
Brain Quest: Grades 3 & 4,,
Hajime no Ippo Portable: Victorious Spirits,,
Rapala Fishing Pro Series,,
Zoo Tycoon: Complete Collection,,6
CMT Presents: Karaoke Revolution Country,7.2,
Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,,
Men of War: Assault Squad,8,8
Winx Club: Quest for the Codex,,
Jacqueline Wilson's Tracy Beaker: The Game,,
Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+,,
Fatal Frame,7.9,
Vitamin X to Z,,
Tom Clancy's Ghost Recon: Advanced Warfighter,,
Urban Chaos: Riot Response,7.9,
Teenage Mutant Ninja Turtles II: Back from the Sewers,,
Flip's Twisted World,4,
X-Men: Destiny,2,
Challenge Me: Brain Puzzles 2,,
Resident Evil 2,5.9,
Sacred 2: Fallen Angel,7.5,
Arslan: The Warriors of Legend,,
Real Bout Garou Densetsu Special: Dominated Mind,,
Gun Showdown,8,
Minna no Sukkiri,,
Catwoman,4.7,
Syndicate,7.5,
Aquarium by DS,,
Gormiti: The Lords of Nature!,,
Star Ocean 5: Integrity and Faithlessness,,
Winx Club: Mission Enchantix,5.5,
Warriors Orochi 2,4.6,
Burning Rangers,,
Mana Khemia: Alchemists of Al-Revis,6.6,
Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka,,
Interplay Sports Baseball 2000,8.4,
Zone of the Enders: The Fist of Mars,6.3,
Animorphs: Shattered Reality,3.5,
Golf Club 2,,
Samurai Shodown Anthology,7.1,
Eikan wa Kimini 2002: Koshien no Kodou,,
Teenage Mutant Ninja Turtles: Tournament Fighters,,
Atari's Greatest Hits: Volume 2,,
Mark McMorris Infinite Air,,
Terminator 3: Rise of the Machines,6.5,
Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE,,
G1 Jockey 2,,
Tiger Woods PGA Tour 08,8.3,
Constantine,6.5,
Cartoon Network Battle Crashers,,
Tom Clancy's Splinter Cell: Double Agent,5.6,
Tropico 5,,
Senritsu no Stratus,,
Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!,,
Nobunaga's Ambition: Sphere of Influence,,
World Championship Athletics,,
Handball 16,,
Monster High: New Ghoul in School,,
Nanostray,8,
Refrain no Chika Meikyuu to Majo no Ryodan,,
Extinction,4.7,1.5
Etrian Mystery Dungeon 2,,
Wantame Fortune Channel,,
Evangelion: Jo,,
Gintama Ranbu,,
Bleach: Blade Battlers 2nd,,
Real Soccer 2009,,
Samurai Jack: The Shadow of Aku,5.2,
Utawarerumono: Mask of Deception,,
Kamen Rider Kabuto,,
Men in Black The Series: Crashdown,,
Need for Speed: Shift,8.3,
Zero Divide,5,
FIFA Street,,
Tsugunai: Atonement,8.4,
Rugby World Cup 2015,,
Lost Kingdoms II,6.6,
Aggressive Inline,8.9,
Blade Dancer: Lineage of Light,,
Monkey Island: Special Edition Collection,,
One Piece: Pirate Warriors 3 - Deluxe Edition,8.5,6.8
Rugby World Cup 2015,,
Viewtiful Joe: Red Hot Rumble,6.2,
Kaite Shabette Hajimeyou! Monster Farm DS,,
Exist Archive: The Other Side of the Sky,6.9,7
Pro Yakyuu Spirits 2012,,
King's Quest: The Complete Collection,,
Generation of Chaos,5.9,
Sine Mora EX,8.1,7.6
Broken Sword II: The Smoking Mirror,7.3,
SD Gundam G Generation Wars,,
Zoo Tycoon 2,7.2,
Enemy Front,,
Pump It Up: Exceed,,
Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,,
Scurge: Hive,7,
Wreckless: ThE YaKuza MisSiOns,6.4,
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",,
TOCA Race Driver 2: Ultimate Racing Simulator,,
Dr. Muto,8.5,
Girls RPG: Cinderellife,,
Tom Clancy's Rainbow Six: Critical Hour,,
Bullet Girls 2,,
All Kamen Rider: Rider Revolution,,
Scrabble Blast!,,
Shantae: Half-Genie Hero,8,8.5
Ride to Hell,,
The Saboteur,7.1,
Age of Mythology: The Titans,8.2,
Fate/stay night [R??alta Nua],,
Gintama no Sugoroku,,
Zendoku,5,
Gal Gun: Double Peace,,
The Lord of the Rings: Aragorn's Quest,5,
Aven Colony,7.3,6.9
Doraemon 4: Nobita to Toki no Okoku,,
Myst,,
Toaru Kagaku no Chou Denjihou,,
Starwinder: The Ultimate Space Race,,
Battle Chasers: Nightwar,7.5,6.5
Angelique Trois,,
Nobunaga?s Ambition: Sphere of Influence ? Ascension,,
Party Arcade,,
FIFA Soccer 06,8.1,
S.T.A.L.K.E.R.: Shadow of Chernobyl,8,
Dance Dance Revolution: Mario Mix (JP sales),7.5,
A-Train 6,,
Dino Pets,,
Meitantei Conan: Tantei Ryoku Trainer,,
Atari Flashback Classics: Volume 2,,
MotoGP,,
ESPN International Winter Sports 2002,5.5,
"Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!",,
Grand Ages: Medieval,6.3,5.4
KimiKiss (ebKore+),,
Gold and Glory: The Road to El Dorado,4.8,
Choro Q Marine: Q Boat,,
NBA Live 07,6.4,
BattleBots: Beyond the BattleBox,5.8,
Dreamer Series: Babysitter,,
Yuugen Gaisha Brave Company,,
Hail to the Chimp,7,
Atari Flashback Classics: Volume 3,,
Ken to Mahou to Gakuen Mono. 3D,,
Mighty Beanz: Pocket Puzzles,,
Diva Girls: Divas on Ice,,
The King of Fighters '96,,
Champion Jockey: G1 Jockey & Gallop Racer,,
Harry Potter and the Sorcerer's Stone,6.4,
Dungeon Explorer: Warriors of Ancient Arts,6,
Friends: The One with All the Trivia,,
Mame Goma 2: Uchi no Ko ga Ichiban!,,
Backyard NFL Football '08,,
Gunbird,,
The End is Nigh,,
Dream C Club Portable,,
Hunting Simulator,,
The Legend of Heroes: Trails in the Sky Second Chapter,,
Elemental Gearbolt,,
Tom Clancy's Rainbow Six 3,6.5,
Roogoo Twisted Towers,,
Izuna 2: The Unemployed Ninja Returns,6.9,
WRC 5: FIA World Rally Championship,,
WWF Wrestlemania: The Arcade Game,7,
Cabela's Big Game Hunter 2005 Adventures,,
Mega Man 8 Anniversary Collector's Edition,,
V-Rally 3,8.8,
Whiplash,7,
Pro Yakyuu Famista 2011,,
Tiny Barbarian DX,7.7,7.6
PopStar Guitar,3.5,
Goosebumps: The Game,,
Major League Baseball 2K11,,
Styx: Shards of Darkness,7.2,7.5
Impact Racing,5,
Warriors: Legends of Troy,,
Pucca Power Up,,
Chuck E. Cheese's Playhouse,,
Amazing Island,7.1,
Arslan: The Warriors of Legend,,
SeaBlade,5.7,
Carmen Sandiego: The Secret of the Stolen Drums,5.6,
Jikkyou Powerful Pro Yakyuu DreamCast Edition,,
My Amusement Park,,
Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,,
Point Blank DS (US sales),,
Space Chimps,6.6,
Casino Chaos With Las Vegas Players Collection,,
Ride,,
MotoGP 4 - Official Game of MotoGP,,
Alvin and the Chipmunks,1.7,
Kyoukai Senjou no Horizon Portable,,
The Invisible Hours,,
Disaster Report 4 Plus: Summer Memories,5.1,
Air Conflicts: Aces of World War II,3.3,
History Great Empires: Rome,,
Shining Force III: Scenario 2,,
Unsolved Crimes,6,
Kid Fit Island Resort,,
Chocolatier,,
Worms World Party,,
Medabots: Metabee / Rokusho,,
Taito Legends Power Up,,
Final Fight: Streetwise,3.6,
Speed Kings,5.5,
Life is Strange,8.3,8.7
GunPey,,
Rebelstar: Tactical Command,,
My Fitness Coach: Club,,
Romance of the Three Kingdoms XIII,,
Gladiator: Sword of Vengeance,8,
Coraline,2.5,
Winning Post World 8,,
Minna to Kimi no Piramekino!,,
Bombastic,8.5,
NHL Powerplay 98,,
Plants vs. Zombies: Garden Warfare 2,,
Marvel's Guardians of the Galaxy: The Telltale Series,,
Nights of Azure,,
Olympic Soccer: Atlanta 1996,,
Captain America: Super Soldier,6,
Samurai Dou Portable,,
Phantasy Star Online Episode I & II Plus,,
Hyperdimension Neptunia Re;Birth2: Sisters Generation,6.7,7
Xiaolin Showdown,5,
Drivers Ed Portable,,
Dual Hearts,7.5,
Petz Bunnyz Bunch,,
NFL Quarterback Club 2002,,
Section 8,8,
Wing Commander: Prophecy,7,
Marc Ecko's Getting Up: Contents Under Pressure,7,
Walt Disney Pictures Presents Enchanted,,
Sega Soccer Slam,,
Vertigo,,
Hakuouki: Reimeiroku,,
PokePark 2: Wonders Beyond,,
Blood Omen 2,,
The Sims 4 Seasons,,
Call of Cthulhu,6.6,5.9
Virtual Villagers: A New Home,,
Shin Sangoku Musou 5 Empires,,
BlowOut,6.5,
Carve,5.5,
GachiTora! Abarenbou Kyoushi in High School,,
Kamen Rider: Climax Heroes Fourze,,
Bottom of the 9th '99,5,
WTA Tour Tennis,4.5,
Dynasty Warriors 5,7.7,
Valkyria Revolution,,
Famicom Mini: Dig Dug,,
FIFA Soccer 2003,6.9,
Naval Ops: Commander,,
Match 3 Madness,,
Lernerfolg Vorschule: Capt'n Sharky,,
Defendin' De Penguin,,
Bleach: Blade Battlers,,
Rez,9,
MLB SlugFest 2006,6.5,
Baja: Edge of Control HD,,
Owlboy,9,7.5
Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE,,
Lufia: The Ruins of Lore,,
UEFA Euro 2004: Portugal,,
Activision Hits: Remixed,7.4,
Samurai Deeper Kyo,,
Shaman King: Soul Fight,,
Medabots: Infinity,5.4,
Dungeon Keeper 2,,
Doraemon: Shin Nobita no Nihon Tanjou,,
Airline Tycoon 2,,
Zapper: One Wicked Cricket!,5.2,
Jirou Akagawa: Majotachi no Nemuri,,
Touch 'N' Play Collection,,
Bust-A-Bloc,,
Demon Gaze 2,,
Sitting Ducks,,
Puyo Puyo 7,,
Haikyu!! Cross Team Match!,,
Pawly Pets: My Vet Practice,,
Mighty No. 9,4.8,4.3
NFL Blitz Pro,,
Black Mirror,5.4,5.4
Pretty Cure All Stars Everyone Gather? Let's Dance!,,
F1 2010,8,
Mountain Bike Adrenaline,3,
LEGO Harry Potter: Years 1-4,8.2,
Zyuden Sentai Kyoryuger: Game on Gaburincho,,
Medal of Honor: Airborne,7.9,
"Murder, She Wrote",,
Hi-Octane: The Track Fights Back!,,
Mister Slime,5,
Black Sigil: Blade of the Exiled,6,
Learn Science,,
Touhou Genso Wanderer,7,6.7
Mirror's Edge,8.5,
Wakeboarding Unleashed Featuring Shaun Murray,8.4,
The Lost Chronicles of Zerzura,7.6,6.9
Domino Rally,,
Doraemon 2: Nobita no Toizurando Daibouken,,
Samurai Champloo: Sidetracked,7.2,
Zone of the Enders HD Edition,,
Drill Dozer,7.9,
Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!,,
Death Jr. II: Root of Evil,6.9,
Fatal Fury: Wild Ambition,4,
Metal Fight Beyblade: Bakugami Susanoh Shuurai!,,
Rockin' Pretty,,
Centipede: Infestation,,
Countdown: The Game,,
Dengeki Gakuen RPG: Cross of Venus,,
The Sims 2: University,8.5,
Judge Dredd,2,
Minna no Ennichi,,
Sled Shred featuring the Jamaican Bobsled Team,,
Rhapsody: A Musical Adventure,6.7,
King Arthur,6.5,
Bass Rise,5.5,
Dynamite Headdy,,
Choujikuu Yousai Macross: Ai Oboete Imasu ka,,
Arcania: Gothic 4,,
The Long Dark,7.5,7.9
Jake Power: Policeman,7,
Sega 3D Classics Collection,7,7.5
Dragon's Lair 3D: Return to the Lair,7.8,
Persona 2: Eternal Punishment,,
UEFA Champions League 2006-2007,7,
Animal Planet: Vet Collection,,
Growlanser: Heritage of War (jp sales),,
Myst IV: Revelation,,
Jewel Legends: Tree of Life,,
Pachinko Wars II,,
The Nightmare of Druaga: Fushigino Dungeon,6.4,
Period Cube ~Shackles of Amadeus~,,
Lucha Libre AAA: Heroes del Ring,5,
Carnival Games,,
Rodea the Sky Soldier,4.5,5.6
Virtua Striker 2002,6.6,
Princess on Ice,,
SingStar Mallorca Party,,
My Horse & Me: Riding for Gold,,
Yakuza 3,,
Hatsune Miku: Project Diva Future Tone DX,,
Fate/Unlimited Codes Portable,7.6,
Major Minor's Majestic March,4.5,
Starblood Arena,6.8,7.3
Pro Evolution Soccer 2019,8.2,6.8
Aliens in the Attic,,
Game no Kanzume Vol 2,,
Hellblade: Senua's Sacrifice,8.3,8.1
Little Nightmares,,
Disney's PK: Out of the Shadows,4,
Bubsy: The Woolies Strike Back,4.5,5.8
Jojo no Kimyou na Bouken: Phantom Blood,,
Strange Brigade,7.5,5.9
The Idolmaster 2,,
Myth Makers: Orbs of Doom,2.9,
Power Drome,,
Dreamer Series: Puppy Trainer,,
IL-2 Sturmovik: Cliffs of Dover,5,7.1
Pro Yakyuu Spirits 5 Kanzenban,,
MorphX,,
Samantha Swift and the Hidden Roses of Athena,,
Shin Sangoku Musou 5 Special,,
Gran Turismo / Motor Toon Grand Prix 2,,
Otogi 2: Immortal Warriors,8.4,
Pony Friends: Mini Breeds Edition,,
Legend of Kay,7.2,
Scribblenauts Mega Pack,,
Piglet's Big Game,,
Civilization Beyond Earth: Rising Tide,,
Super Heroine Chronicle,,
Hunted: The Demon's Forge,6.1,6.6
4 Elements,,
Agatha Christie's The ABC Murders,6.6,6.7
Fallout: Brotherhood of Steel,7.5,
"Love, Election and Chocolate Portable",,
Strawberry Shortcake: Strawberryland Games,5,
IndyCar Series,8,
Ultra Bust-A-Move,7.3,
Mortal Kombat X,7.6,5.5
Rally Fusion: Race of Champions,7.8,
Piglet's Big Game,,
Hero Bank 2,,
Mr Bean's Wacky World of Wii,,
Ski Region Simulator 2012,,
Pinball Hall of Fame: The Gottlieb Collection,,
TrackMania Turbo: Build to Race,,
Ferrari F355 Challenge,7.8,
Sherlock Holmes: Crimes & Punishments,,
Metal Slug Anthology,7.5,
Kamen Rider: Dragon Knight,,
Tiny Toon Adventures: Toonenstein - Dare to Scare,,
Captain America: Super Soldier,5.5,
Nitroplus Blasterz: Heroines Infinite Duel,7,6.8
TNA iMPACT: Cross the Line,3.5,
TV Anime: Fairy Tale Gekitou! Madoushi Kessen,,
Nobunaga's Ambition: Sphere of Influence,8,7.5
Mobile Suit Gundam Unicorn,,
Shifters,4,
The BIGS 2,,
RPG Tsukuru DS,,
Dramatic Dungeon: Sakura Wars - Kimi Arugatame,,
The Mysterious Case of Dr. Jekyll and Mr. Hyde,,
Brothers: A Tale of Two Sons,,
Sacred 3,,
The Long Dark,7.5,7.2
Imagine Animal Doctor Care Center,,
Jewel Master: Cradle of Persia,,
Lagoon,,
New Tokyo Legacy: Operation Babel,,
Imagine: Party Planner,,
Saint Seiya: Soldiers' Soul,,
Back to the Future: The Game,7,
Nanostray 2,8.1,
Air Traffic Chaos,6.8,
Trick x Logic: Season 1,,
Mawashite Tsunageru Touch Panic,,
Monster! Bass Fishing,,
Sigma Star Saga,6,4
Child of Light,9.3,8
Winning Post 7 2010,,
Phantasy Star Online 2 Episode 4: Deluxe Package,,
Saints Row: Gat out of Hell,,
Batman: Gotham City Racer,,
Sengoku Basara X,,
DoDonPachi Resurrection,,
