game,platform,publisher,developer,games_sold,year
Dungeons & Dragons: Chronicles of Mystara,PS3,Capcom,Iron Galaxy Studios,0.02,2013
Super PickUps,PS2,XS Games,Milestone,0.02,2007
The Fast and the Furious,PSP,Namco Bandai,Eutechnyx,0.02,2007
The King of Fighters NeoWave,XB,SNK Playmore,SNK Playmore Corporation,0.02,2006
Aquanaut's Holiday,PS,Sony Computer Entertainment,ArtDink,0.02,1995
Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,DS,Marvelous Interactive,Marvelous Interactive,0.02,2007
The Lord of the Rings: The Battle for Middle-Earth II,PC,Electronic Arts,EA Los Angeles,0.02,2006
Hot 'n' Cold,DS,Majesco,Majesco,0.02,2009
Nisenochigiri,PSP,Idea Factory,Idea Factory,0.02,2010
Clock Zero: Shuuen no Ichibyou - ExTime,PSV,Idea Factory,Unknown,0.02,2015
Wakeboarding Unleashed Featuring Shaun Murray,GBA,Aspyr,Small Rockets,0.02,2003
Kikou Heidan J-Phoenix: Cobalt Shoutaihen,PS2,Takara,Takara,0.02,2002
Last Escort,PS2,D3 Publisher,Vingt-et-un Systems,0.02,2006
Meikyuu Cross Blood: Reloaded,X360,Unknown,Kadokawa Shoten,0.02,2011
Livly Garden,DS,Marvelous Interactive,Marvelous Interactive,0.02,2010
Nicktoons Collection: Game Boy Advance Video Volume 3,GBA,Majesco,Majesco Games,0.02,2005
Root Infinity Rexx,PSV,Idea Factory,Idea Factory,0.02,2015
Timmy Time,DS,Avanquest,Avanquest Software,0.02,2011
Elminage III: Ankoku no Shito to Yaiyou no Kyuuden,PSP,Starfish,Starfish SD,0.02,2011
Kao Challengers,PSP,Atari,Tate Interactive,0.02,2006
Titan Quest,PS4,THQ Nordic,Iron Lore Entertainment,0.02,2018
Aria: The Natural ~Tooi Yume no Mirage~,PS2,Alchemist,Regista,0.02,2006
Commando: Steel Disaster,DS,XS Games,Mana Comp. Soft.,0.02,2008
Spider-Man 3,PC,Activision,Beenox,0.02,2007
Cities in Motion Collection,PC,Paradox Interactive,Paradox Interactive,0.02,2011
Gakuen K: Wonderful School Days,PSP,Idea Factory,Idea Factory,0.02,2014
Fast & Furious: Showdown,PS3,Activision,Firebrand Games,0.02,2013
Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,Wii,Marvelous Interactive,Marvelous Interactive,0.02,2008
Gal Gun,PS3,Alchemist,Alchemist,0.02,2012
Homeworld,PC,Sierra Entertainment,Relic,0.02,1999
Hakuouki: Yuugi Roku DS,DS,Idea Factory,Idea Factory,0.02,2011
Border Break,PS4,Sega,Sega,0.02,2018
Shonen Jump's Shaman King: Master of Spirits 2,GBA,Konami,Konami,0.02,2005
Tenkai Knights: Brave Battle,3DS,Namco Bandai Games,Delta Factory,0.02,2014
Chevrolet Camaro: Wild Ride,DS,Storm City Games,Visual Impact Productions,0.02,2010
Toki no Kizuna: Hanayui Tsuzuri,PSP,Idea Factory,Otomate,0.02,2013
Rinne no Lagrange: Kamogawa Days Game & OVA Hybrid Disc,PS3,Namco Bandai Games,Bandai Namco Games,0.02,2012
Hunting Simulator,NS,Bigben Interactive,Maximum Games,0.02,2018
SAW,PC,Konami,Zombie Studios,0.02,2009
So Blonde,PC,Eidos Interactive,WizarBox,0.02,2008
Code R,SAT,Quintet,Quintet,0.02,1998
The Idolmaster: Gravure For You! Vol.8,PS3,Namco Bandai Games,Bandai Namco Games,0.02,2012
ArmaGallant: Decks of Destiny,PS4,Maximum Games,RockNanoGlobal,0.02,2017
Kamen Rider: Battride War II,WiiU,Namco Bandai Games,Eighting,0.02,2014
Sacred Gold,PC,Strategy First,Ascaron Entertainment,0.02,2006
Jake Hunter: Detective Chronicles,DS,Aksys Games,WorkJam,0.02,2008
Disney Sports Football,GBA,Konami,Konami,0.02,2002
Chicken Hunter,DS,Mumbo Jumbo,Phenomedia,0.02,2008
Hakuoki: Shinkai - Furi no Shou,PSV,Idea Factory,Unknown,0.02,2015
Headhunter: Redemption,XB,Sega,Amuze,0.02,2004
Max Payne,PC,Gathering of Developers,Remedy Entertainment,0.02,2001
Onechanbara Special,PSP,D3 Publisher,Tamsoft Corporation,0.02,2011
Daikaijuu Battle: Ultra Coliseum,Wii,Namco Bandai,Bandai Namco Games,0.02,2008
Order of War,PC,Square Enix,Wargaming.net,0.02,2009
Saki Achiga-hen episode of side-A Portable,PSP,Alchemist,Alchemist,0.02,2013
Secrets of the Titanic,DS,Avanquest Software,Avanquest Software,0.02,2012
Uta no Prince-sama: Amazing Aria & Sweet Serenade Love,PSV,Broccoli,Broccoli,0.02,2017
Legend: Hand of God,PC,ValuSoft,Master Creating,0.02,2008
Minna de Dokusho: Keatai Shousetsu Desu,PSP,Dorart,Dorart,0.02,2008
Polar Bowler,DS,Mumbo Jumbo,Wild Games,0.02,2008
Hoppie,DS,Jack of All Games,Jack of All Games,0.02,2011
Prehistorik Man,GBA,Titus,Titus Software,0.02,2001
Nervous Brickdown,DS,Secret Stash Games,Arkedo Studio,0.02,2007
Chicago Enforcer,XB,Kemco,Touchdown Entertainment,0.02,2005
F1 2002,GBA,"Destination Software, Inc",Magic Pockets,0.02,2003
Jinguuji Saburou DS: Akai Chou,DS,Arc System Works,WorkJam,0.02,2010
Casper's Scare School: Spooky Sports Day,Wii,Crave Entertainment,The Code Monkeys,0.02,2010
Dance Dance Revolution Extra Mix,PS,Konami,KCET,0.02,2001
UnchainBlades EXXiV,PSP,FuRyu Corporation,FuRyu,0.02,2012
Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou,DS,Namco Bandai,Bandai Namco Games,0.02,2008
Fuel,PC,Codemasters,Asobo Studios,0.02,2009
WRC 2: FIA World Rally Championship,PC,Ubisoft,Milestone S.r.l,0.02,2011
Oil Rush,PC,Unknown,Unigine Corp,0.02,2012
Fallout Trilogy,PC,Interplay,Black Isle Studios,0.02,2009
Kawaii Koinu DS 3,DS,MTO,MTO,0.02,2010
Rat Attack!,N64,Mindscape,Pure Entertainment,0.02,2000
Super Bowling,N64,UFO Interactive,Athena,0.02,2001
Chuugen no Hasha: Sangoku Shouseiden,PSP,Namco,Namco,0.02,2006
Dance! It's Your Stage,PS3,DTP Entertainment,Sproing Interactive Media GMBH,0.02,2011
Kimi o Aogi Otome wa Hime ni,PSV,Entergram,Unknown,0.02,2016
Stormrise,PC,Sega,The Creative Assembly,0.02,2009
Gravity Rush Remastered,PS4,Sony Computer Entertainment Europe,Bluepoint Games,0.02,2016
Largo Winch .// Commando Sar,PS,Ubisoft,Rebellion Developments,0.02,2002
Winter Sports 2011,X360,DTP Entertainment,49Games,0.02,2011
Cross Treasures,DS,Square Enix,V Jump / Square Enix,0.02,2009
Joker no Kuni no Alice,PSP,Quinrose,QuinRose,0.02,2011
Princess Isabella: A Witch's Curse,Wii,Destineer,Gogii Games,0.02,2010
Ruff Trigger: The Vanocore Conspiracy,PS2,Natsume,Playstos Entertainment,0.02,2006
Bakumatsu Rock: Ultra Soul,PSV,Marvelous Interactive,Marvelous Interactive,0.02,2014
Thomas & Friends: Hero of the Rails,Wii,Majesco,Barnstorm Games,0.02,2010
Touhou Genso Wanderer Reloaded,NS,NIS America,AQUA STYLE,0.02,2018
Carmageddon: Max Damage,PS4,Stainless Games,Stainless Games,0.02,2016
Cladun Returns: This Is Sengoku!,PSV,Nippon Ichi Software,Nippon Ichi Software,0.02,2017
Kamigami no Asobi InFinite,PSV,Broccoli,Unknown,0.02,2016
PDC World Championship Darts: Pro Tour,X360,O-Games,O-Games,0.02,2010
Samurai & Dragons,PSV,Sega,Sega,0.02,2012
Silent Bomber,PS,Bandai,CyberConnect2,0.02,2000
Elminage Original: Majo to Megami to Kamigami no Yubiwa,PSP,Starfish,Starfish SD,0.02,2011
Harukanaru Toki no Naka de 6,PSP,Tecmo Koei,Ruby Party,0.02,2015
TalkMan,PSP,Sony Computer Entertainment,Sony Computer Entertainment,0.02,2006
XGRA: Extreme G Racing Association,XB,Acclaim Entertainment,Acclaim Studios Cheltenham,0.02,2003
Cars 3: Driven to Win,X360,Warner Bros. Interactive Entertainment,Avalanche Software,0.02,2017
Uta no * Prince-Sama,PSP,Broccoli,Broccoli,0.02,2010
Elminage Gothic: Ulm Zakir to Yami no Gishiki,PSP,Starfish,Starfish SD,0.02,2012
Kujiragami no Tearstilla,PSV,Piacci,Unknown,0.02,2016
Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator,PSP,Sega,Sega,0.02,2006
Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,3DS,Bandai,Bandai Namco Games,0.02,2011
Hakuoki: Yuugi Roku - Taishitachi no Daienkai,PSV,Idea Factory,Unknown,0.02,2016
Mushishi: Amefuru Sato,DS,Marvelous Interactive,Tenky,0.02,2008
Arcana Famiglia: Vascello Phantasma no Majutsushi,PSP,Comfort,HuneX,0.02,2012
The Legend of Heroes: Trails in the Sky SC,PS3,Falcom Corporation,Nihon Falcom Corporation,0.02,2013
Motocross Mania 3,XB,2K Games,Deibus Studios,0.02,2005
ESPN MLS ExtraTime 2002,GC,Konami,Konami Computer Entertainment America,0.02,2002
Winning Post 7: Maximum 2007,PS2,KOEI,Koei,0.02,2007
Painkiller,PC,DreamCatcher Interactive,People Can Fly,0.02,2004
Psychedelica of the Black Butterfly,PSV,Aksys Games,Otomate,0.02,2018
Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,PS2,Russel,Russel,0.02,2010
Garfield Gets Real,DS,Unknown,PAWS,0.02,2009
Vitamin R,PSP,D3Publisher,Rejet,0.02,2013
Fist of the North Star: Ken's Rage 2,WiiU,Tecmo Koei,Koei,0.02,2013
Armello,PS4,League of Geeks,League of Geeks,0.02,2018
Puzzle City,DS,Destineer,eGames/Techfront,0.02,2009
Valthirian Arc: Hero School Story,PS4,PQube,Agate Studio,0.02,2018
Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation,GBA,Atari,Webfoot Technologies,0.02,2006
Guitar Freaks V2 & DrumMania V2,PS2,Konami,Konami,0.02,2006
Worms,PSN,Sony Computer Entertainment,Team17 Software,0.02,2009
Maximum Capacity: Hotel Giant,PC,JoWood Productions,Enlight Software Ltd.,0.02,2002
Backyard Baseball '09,PS2,Atari,Humongous Entertainment,0.02,2008
Hello Kitty Kruisers,NS,Rising Star Games,Bergsala Lightweight,0.02,2018
The Sims 2: Happy Holiday Stuff,PC,Electronic Arts,Maxis,0.02,2006
7 Roses: A Darkness Rises,PC,Avanquest Software,GSP,0.02,2015
Crime Scene,DS,SouthPeak Interactive,White Birds Productions,0.02,2010
Cyber Troopers: Virtual On x Toaru Majutsu no Index: Toaru Majutsu no Dennou Senki,PSV,Sega,Sega CS3,0.02,2018
Shaq-Fu: A Legend Reborn,PS4,Wired Productions,Big Deez Productions,0.02,2018
Pastel Chime Continue,PSP,5pb,Alice Soft,0.02,2010
Zwei!!,PSP,Falcom Corporation,Nihon Falcom Corporation,0.02,2008
Pump It Up: Exceed,XB,Mastiff,Andamiro U.S.A. Corp.,0.02,2005
Ro-Kyu-Bu! Lost Secret,PSP,Kadokawa Shoten,ASCII Media Works,0.02,2013
Shaq-Fu: A Legend Reborn,NS,Wired Productions,Big Deez Productions,0.02,2018
Chuck E. Cheese's Super Collection,Wii,UFO Interactive,UFO Interactive,0.02,2011
Malice,PS2,Mud Duck Productions,Argonaut Games,0.02,2004
This Is the Police 2,XOne,THQ Nordic,Weappy Studio,0.02,2018
Defendin' De Penguin,DS,Crave Entertainment,Crave Entertainment,0.02,2008
Code: Realize - Shukufuku no Mirai,PSV,Aksys Games,Unknown,0.02,2018
Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,PS2,Sega,Sega,0.02,2008
Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,PS2,Sega,Sega,0.02,2008
B-17: Fortress in the Sky,DS,DSI Games,Zoo Digital Publishing,0.02,2007
Mahjong * Dream C Club,X360,D3 Publisher,D3 Publisher,0.02,2012
Kokoro Connect: Yochi Random,PSP,Namco Bandai Games,Banpresto,0.02,2012
The Lord of the Rings Online: Mines of Moria,PC,Turbine Inc.,Turbine Inc.,0.02,2008
Mystery Tales 2: The Spirit Mask,DS,Unknown,Easy Interactive,0.02,2011
Gear Club Unlimited 2,NS,Microids,Eden Games,0.02,2018
Patapon Remastered,PS4,Sony Interactive Entertainment,SIE Japan Studio,0.02,2017
Warship Gunner 2 Portable,PSP,KOEI,Micro Cabin,0.02,2009
Downtown Nekketsu Jidaigek,3DS,Arc System Works,Unknown,0.02,2015
Gal Gun 2,NS,PQube,Inti Creates,0.02,2018
Konoyo no Hate de Koi o Utau Shoujo: Yu-No,PSV,5pb,MAGES,0.02,2017
Airport Simulator,PC,Unknown,Just Sims,0.02,2011
Monster Hunter Frontier Z: Beginner's Package,PS4,Capcom,Unknown,0.02,2016
Battle Princess of Arcadias,PS3,NIS America,Apollo,0.02,2014
New Game! The Challenge Stage!,PSV,5pb,5pb. Inc.,0.02,2017
PsychicEmotion6,PSV,Idea Factory,Idea Factory,0.02,2016
Spanish for Everyone!,DS,Activision,Humagade,0.02,2007
Tyranny,PC,Paradox Interactive,Obsidian Entertainment,0.02,2016
War Leaders: Clash of Nations,PC,CDV Software Entertainment,Enigma Software Productions,0.02,2009
Dragon's Dogma Online: Season 2,PS3,Capcom,Unknown,0.02,2016
Professional Farmer 2016,PS4,Namco Bandai Games,UIG Entertainment,0.02,2015
Uchuu Keiji Tamashii: The Space Sheriff Spirits,PS2,Namco Bandai,Digifloyd,0.02,2006
Redout,XOne,505 Games,Nicalis,0.02,2017
Hellgate: London,PC,Electronic Arts,Flagship Studios,0.02,2007
The Liar Princess and the Blind Prince,NS,NIS America,Nippon Ichi Software,0.02,2019
Car Battler Joe,GBA,Mindscape,Ancient,0.02,2002
Super Fruit Fall,Wii,Codemasters,Nissimo,0.02,2007
Troll and I,XOne,Maximum Games,Spiral House,0.02,2017
Jelly Belly: Ballistic Beans,Wii,Zoo Digital Publishing,Blue Monkey Studios,0.02,2009
Shiro to Kuro no Alice,PSV,Idea Factory,Idea Factory,0.02,2017
StormLover Karen!!,PSP,D3 Publisher,Vridge,0.02,2011
Digimon Rumble Arena 2,XB,Bandai,Black Ship Games,0.02,2004
Steins;Gate: Darling of Loving Vows,PS3,5pb,5pb. Inc.,0.02,2012
Ten Pin Alley 2,Wii,XS Games,Adrenalin Entertainment,0.02,2008
Winning Post 8 2017,PSV,Tecmo Koei,Unknown,0.02,2017
Coded Soul: Uke Keigareshi Idea,PSP,Sony Computer Entertainment,GAIA,0.02,2008
Hakuoki: Shinkai Twin Pack,PSV,Idea Factory,Unknown,0.02,2016
Red Dead Redemption: Game of the Year Edition,PS3,Rockstar Games,Rockstar San Diego,0.02,2011
Runner3,NS,Nicalis,Choice Provisions,0.02,2018
TOCA Race Driver 3: The Ultimate Racing Simulator,PC,Codemasters,Codemasters,0.02,2006
AIR,PSP,Prototype,Key,0.02,2007
Higurashi no Naku Koro ni Hou,NS,Entergram,07th Expansion,0.02,2018
Hana to Otome ni Shukufuku o: Harekaze no Okurimono,PS2,Alchemist,Will,0.02,2010
Portal Knights,XOne,505 Games,Keen Games,0.02,2017
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,PS3,Namco Bandai Games,Unknown,0.02,2015
Virtua Pro Football,PS2,Sega,Sega Europe,0.02,2006
Army Rescue,Wii,UFO Interactive,CyberPlanet Interactive,0.02,2009
Date-A-Live Twin Edition: Rio Reincarnation,PSV,Compile Heart,Unknown,0.02,2015
Adidas Power Soccer 98,PS,Psygnosis,Shen Studios,0.02,1998
Natsuiro High School: Seishun Hakusho,PS4,D3Publisher,Unknown,0.02,2015
Yu-Gi-Oh! 5D's Wheelie Breakers (JP sales),Wii,Konami,Konami,0.02,2009
Heroes VS,PSP,Namco Bandai Games,Spike Chunsoft,0.02,2013
Mary King's Riding School,DS,Ghostlight,Coyote Console,0.02,2008
Akai Suna Ochiru Tsuki,PSV,Dramatic Create,Dramatic Create,0.02,2016
Littlest Pet Shop,PC,Electronic Arts,EA Salt Lake,0.02,2008
The Inner World: The Last Wind Monk,PS4,Kalypso Media,Studio Fizbin,0.02,2017
Kazoku Keikaku,PSP,CyberFront,CyberFront,0.02,2010
Past Cure,XOne,Phantom 8 Studio,Phantom 8 Studio,0.02,2018
Sotsugyou II: Neo Generation Special,3DO,Imageworks,Shar Rock,0.02,1995
Maximum Racing: Crash Car Racer,Wii,Unknown,Brain in a Jar,0.02,2011
X-Plane 10 Global,PC,Aerosoft,Laminar Research,0.02,2013
Aoishiro,PS2,Success,Success,0.02,2008
Digimon Universe: Appli Monsters,3DS,Namco Bandai Games,Bandai Namco Games,0.02,2016
SteamWorld Collection,PS4,Rising Star Games,Image & Form Games,0.02,2016
Virtual Kasparov,GBA,Titus,Titus Software,0.02,2002
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,XB,Global Star Software,High Voltage Software,0.02,2005
Kobito Game Taizen,3DS,Nippon Columbia,Nippon Columbia,0.02,2016
PC Engine Best Collection: Tengai Makyou Collection,PSP,Hudson Soft,RED Entertainment,0.02,2008
Speed Kings,GC,Acclaim Entertainment,Climax Entertainment,0.02,2003
ESPN MLS ExtraTime 2002,XB,Konami,Konami Computer Entertainment America,0.02,2002
Beyblade Burst: Battle Zero,NS,FuRyu Corporation,FuRyu,0.02,2018
Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome,PSP,Karin Entertainment,Karin Entertainment,0.02,2010
Dreamer Series: Horse Trainer,DS,DreamCatcher Interactive,DreamCatcher Interactive,0.02,2008
Hogs of War,PS,Infogrames,Infogrammes Studios,0.02,2000
Katekyoo Hitman Reborn! Dream Hyper Battle!,PS2,Marvelous Interactive,Marvelous Interactive,0.02,2007
Muchi Muchi Pork & Pink Sweets,X360,Cave,Cave,0.02,2011
Nitroplus Blasterz: Heroines Infinite Duel,PS3,Xseed Games,Examu Inc.,0.02,2016
Winning Post 8 2018,PS4,Koei Tecmo,Koei Tecmo Games,0.02,2018
Winter Blast: 9 Snow & Ice Games,Wii,Destineer,Destineer,0.02,2010
Meiji Tokyo Renka,PSP,Broccoli,HuneX,0.02,2013
Point Blank 3,PS,Namco,TOSE,0.02,2001
Mushihimesama,X360,Cave,Cave,0.02,2012
The Cube,Wii,Funbox Media,Funbox Media,0.02,2012
Higurashi no Naku Koro ni: Jan,PSP,AQ Interactive,AQ Interactive,0.02,2009
Elvandia Story,PS2,Spike,Spike,0.02,2007
Soukoku no Kusabi: Hiiro no Kakera 3 Ashita he no Tobira,PSP,Idea Factory,Idea Factory,0.02,2012
Triggerheart Excelica Enhanced,PS2,Alchemist,Alchemist,0.02,2009
Worldwide Soccer Manager 2007,PC,Sega,Sports Interactive,0.02,2006
Battle Spirits: Kiseki no Hasha,PSP,Namco Bandai,Dimps Corporation,0.02,2009
Puzzle Star Sweep,PS,Agetec,Axela,0.02,2001
Astraea no Shiroki Eien: White Eternity,PSV,Dramatic Create,Unknown,0.02,2016
Kunio-kun Nekketsu: Complete Famicom Edition,3DS,Arc System Works,Arc System Works,0.02,2016
The Crew: Wild Run,PC,Ubisoft,Ivory Tower,0.02,2015
4 Elements,3DS,Tulip Games,Playrix Entertainment,0.02,2013
Sousei no Onmyouji,PSV,Namco Bandai Games,Namco Bandai Games,0.02,2017
Konoyo no Hate de Koi o Utau Shoujo: Yu-No,PS4,5pb,MAGES,0.02,2017
The Conveni 4,PS2,Hamster Corporation,Hamster Corporation,0.02,2006
Charlie's Angels,GC,Ubisoft,Neko Entertainment,0.02,2003
Shaq-Fu: A Legend Reborn,XOne,Wired Productions,Big Deez Productions,0.02,2018
The Cheetah Girls,GBA,Buena Vista,Gorilla Systems,0.02,2006
Psycho-Pass: Mandatory Happiness,XOne,5pb,5pb. Inc.,0.02,2015
Seitokai no Ichizon: DS-suru Seitokai,DS,Kadokawa Shoten,Kadokawa Shoten,0.02,2010
Germany's Next Topmodel 2011,Wii,7G//AMES,SevenOne Intermedia GmbH,0.02,2011
God Eater Off Shot: Fujiki Kota-hen Twin Pack & Animation Vol.6,PS4,Namco Bandai Games,Bandai Namco Games,0.02,2016
Disney Infinity,PSV,Disney Interactive Studios,Unknown,0.02,2013
Prism Ark: Awake,PS2,5pb,PENCIL,0.02,2008
Teenage Mutant Ninja Turtles Double Pack,GBA,Konami,Konami,0.02,2006
Invizimals: The Lost Kingdom,PS3,Sony Computer Entertainment,Novarama,0.02,2014
Revolution: 25th Anniversary Collection,PC,Koch Media,Revolution Software,0.02,2016
Rozen Maiden: Duellwalzer,PS2,Taito,Taito Corporation,0.02,2006
Rugby 06,XB,EA Sports,HB Studios Multimedia,0.02,2006
Marvel Avengers: Battle for Earth,X360,Ubisoft,Unknown,0.02,2012
Natsuiro High School: Seishun Hakusho,PS3,D3Publisher,Unknown,0.02,2015
Chrysler Classic Racing,DS,Zoo Games,EM Studios,0.02,2008
L.A. Noire: The Complete Edition,X360,Rockstar Games,Rockstar Leeds,0.02,2011
Shrek / Shark Tale Game Boy Advance Video,GBA,Hasbro Interactive,Majesco Games,0.02,2006
Urban Chaos: Riot Response,XB,Eidos Interactive,Rocksteady Studios,0.02,2006
Ginga Fukei Densetsu: Sapphire,PCE,Hudson Soft,CAProduction,0.02,1995
The Sims 2: Family Fun Stuff,PC,Electronic Arts,Maxis Software,0.02,2006
Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,PS2,Marvelous Interactive,Marvelous Interactive,0.02,2007
The Mummy,GBA,Ubisoft,Ubisoft,0.02,2002
Guitar Freaks V3 & DrumMania V3,PS2,Konami,Konami,0.02,2007
The Crow: City of Angels,PS,Acclaim Entertainment,Gray Matter,0.02,1997
Snow Portable,PSP,Prototype,Prototype,0.02,2007
Poyopoyo Observation Diary,3DS,IE Institute,IE Institute,0.02,2012
Vietcong,PC,Gathering of Developers,Pterodon,0.02,2003
Dragon Quest X: 5000-nen no Harukanaru Kokyou e Online,PS4,Square Enix,Square Enix,0.02,2017
Guitar Freaks & DrumMania: Masterpiece Gold,PS2,Konami,Konami,0.02,2007
Jinsei Game DS,DS,Atlus,Takara Tomy,0.02,2006
Broken Sword: The Sleeping Dragon,XB,The Adventure Company,Revolution Software,0.02,2003
Mini Ninjas,PC,Eidos Interactive,IO Interactive,0.02,2009
The Testament of Sherlock Holmes,X360,Focus Home Interactive,Frogwares,0.02,2012
Paranormal Pursuit: The Gifted One,PC,Alawar Entertainment,Big Fish Games,0.02,2015
Reversal Challenge,DS,Tommo,UFO Interactive,0.02,2009
Crayola Scoot,PS4,Outright Games,Outright Games,0.02,2018
Lumo,NS,Rising Star Games,Triple Eh?,0.02,2017
Mount & Blade: Warband,PC,Paradox Interactive,Taleworlds,0.02,2010
Genkai Tokki: Castle Panzers,PS4,Compile Heart,Compile Heart,0.02,2017
Heavy Fire: Afghanistan,PC,Mastiff,Mastiff,0.02,2011
Miyako,PSP,Idea Factory,Idea Factory,0.02,2010
Motto NUGA-CEL!,PSP,Idea Factory,Lupinus,0.02,2010
UFO: Trilogy,PC,Unknown,Altar Interactive,0.02,2007
Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales),PS2,Konami,Konami,0.02,2008
11eyes: CrossOver,PSP,5pb,Genterprise,0.02,2010
Super Dodge Ball,NG,Technos Japan Corporation,Technos,0.02,1996
Gon: BakuBakuBakuBaku Adventure,3DS,Namco Bandai Games,Bandai Namco Games,0.02,2012
Eve: Burst Error R,PSV,Red Flagship,Unknown,0.02,2016
Style Book: Junior City,DS,Bandai,Bandai,0.02,2006
Earth Seeker,Wii,Kadokawa Shoten,Crafts & Meisters,0.02,2011
Atlantic Quest,PC,Avanquest,Oberon Media,0.02,2011
PopCap Hits!,X360,PopCap Games,PopCap Games,0.02,2011
Still Life 2,PC,Encore,GameCo Studios,0.02,2009
Dark Tales: Edgar Allan Poe's The Premature Burial,PC,Big Fish Games,ERS G-Studio,0.02,2019
Trapped Dead,PC,Meridian4,Headup Games / Crenetic,0.02,2011
Rainbow Islands Revolution,DS,Codemasters,Taito Corporation,0.02,2006
Barbie as the Princess and the Pauper,GBA,Knowledge Adventure,VU Games,0.02,2004
Diabolik Lovers: Lost Eden,PSV,Idea Factory,Unknown,0.02,2017
Horrid Henry: Missions of Mischief,Wii,SouthPeak Interactive,Asylum Entertainment,0.02,2010
Space Hulk Tactics,XOne,Focus Home Interactive,Cyanide,0.02,2018
Tantei Opera: Milky Holmes,PSP,Unknown,BushiRoad,0.02,2010
Starship Troopers,PC,Empire Interactive,Strangelite,0.02,2005
Adventure Time: Pirates of the Enchiridion,PS4,Outright Games,Outright Games,0.02,2018
Casper's Scare School: Spooky Sports Day,DS,Crave Entertainment,The Code Monkeys,0.02,2010
Entaku no Seito: The Eternal Legend,PSP,Kadokawa Games,Experience Inc.,0.02,2012
My Hero: Doctor,DS,Majesco,Game Life / Dream On Studio,0.02,2009
Shin Atelier Rorona: Hajimari no Monogatari,3DS,Koei Tecmo,Gust,0.02,2015
WorldShift,PC,Playlogic Game Factory,Black Sea Studios,0.02,2009
Mount & Blade Collection,PC,Paradox Interactive,Taleworlds,0.02,2012
Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,PS2,Sega,Sega,0.02,2007
Cabela's Alaskan Adventure,PS2,Activision,Activision,0.02,2006
Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses,PSP,Takara Tomy,Takara Tomy,0.02,2010
Robotics;Notes,PSV,5pb,5pb. Games,0.02,2014
Tropico 5,XOne,Kalypso Media,Haemimont Games,0.02,2016
Elf Bowling 1 & 2,DS,Ignition Entertainment,Ignition Entertainment,0.02,2005
Aqua Panic!,DS,Neko Entertainment,EKO System,0.02,2009
Back to the Future: The Game,XOne,Telltale Games,Telltale Games,0.02,2015
Re:Zero - Kara Hajimeru Isekai Seikatsu - Death or Kiss,PSV,5pb,MAGES,0.02,2017
Tycoon City: New York,PC,Atari,Deep Red,0.02,2006
uDraw Studio: Instant Artist,X360,THQ,THQ,0.02,2011
Fuuraiki 3,PSV,Nippon Ichi Software,Nippon Ichi Software,0.02,2015
Puzzle Chronicles,DS,Konami,Infinite Interactive,0.02,2010
Kadenz fermata//Akkord:fortissimo,PSV,5pb,La'cryma,0.02,2015
Puzzle Quest: Challenge of the Warlords,PSP,D3 Publisher,Vicious Cycle,0.02,2007
Arabians Lost: The Engagement on Desert,PS2,Prototype,QuinRose,0.02,2007
Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen,DS,Square Enix,Taito Corporation,0.02,2010
Gakken DS: Shin TOEIC Test Kanzen Kouryaku,DS,Gakken,Gakken,0.02,2007
SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen,DS,Namco Bandai,Bandai Namco Games,0.02,2010
Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi,PS2,Namco Bandai,Flight-Plan,0.02,2010
NHL 09,PC,Electronic Arts,EA Canada,0.02,2008
Persona 5: Dancing in Starlight,PSV,Atlus,Atlus,0.02,2018
Puzzle Guzzle,PSP,Agetec,Irem Software Engineering,0.02,2008
Starry * Sky: After Summer Portable,PSP,Asgard,honeybee,0.02,2013
ESPN NFL Primetime 2002,XB,Konami,Farsight Technologies,0.02,2002
Halo Wars 2,PC,THQ Nordic,Creative Assembly,0.02,2017
Gallop Racer Inbreed,PS2,Tecmo,Tecmo,0.02,2006
Ketsui: Kizuna Jigoku Tachi Extra,X360,5pb,Cave,0.02,2010
Red Ninja: End of Honor,XB,VU Games,Tranji,0.02,2005
Frisbee Disc Freestyle / Frisbee Disc Golf,DS,DSI Games,Destination Software,0.02,2007
